last_ground_truth_date,state_name,target_date,Death_mean_weighted,Death_p2_5,Death_p97_5
2021-01-09,Alabama,2021-01-10,54.343101299733668,45.476348876376562,66.928612074269139
2021-01-09,Alabama,2021-01-11,55.046743637263539,45.885226234037532,67.967276424908
2021-01-09,Alabama,2021-01-12,55.92250918696368,46.222690906695178,69.170629397988321
2021-01-09,Alabama,2021-01-13,56.452278918344774,46.537694232342908,70.2898432237296
2021-01-09,Alabama,2021-01-14,56.560729339101407,46.853004946827156,71.258763494494829
2021-01-09,Alabama,2021-01-15,57.3728071459879,47.026146761179845,72.543359085462143
2021-01-09,Alabama,2021-01-16,58.392208187997078,47.331143336213856,73.646292914497579
2021-01-09,Alaska,2021-01-10,1.9366612238079937,0.97962940684481381,3.0435783492252653
2021-01-09,Alaska,2021-01-11,1.9356122907998741,0.96694599839568518,3.0351230584998183
2021-01-09,Alaska,2021-01-12,1.8946961587971665,0.96633741973310638,3.0540453941152146
2021-01-09,Alaska,2021-01-13,1.8819849497078625,0.959784960492156,3.0112108313042207
2021-01-09,Alaska,2021-01-14,1.8599714582992597,0.9183502579918692,2.9935689977477002
2021-01-09,Alaska,2021-01-15,1.8759720940594169,0.91290542982443923,2.989497063157565
2021-01-09,Alaska,2021-01-16,1.8293424199900039,0.92453805506824716,2.9900620344970554
2021-01-09,Arizona,2021-01-10,122.94859682922329,100.38364665719715,143.09268502282998
2021-01-09,Arizona,2021-01-11,124.74967218365542,101.93608029869029,145.1663497118868
2021-01-09,Arizona,2021-01-12,126.85063696151323,102.90722697406548,149.22972951093359
2021-01-09,Arizona,2021-01-13,132.53185205409187,104.26070680350657,153.32241266775748
2021-01-09,Arizona,2021-01-14,133.90438354227521,105.62115770812682,156.32735665281612
2021-01-09,Arizona,2021-01-15,136.32765496460692,106.7034151252288,159.38212628204951
2021-01-09,Arizona,2021-01-16,140.33026872271645,107.48144737183578,161.07838408809781
2021-01-09,Arkansas,2021-01-10,40.619050701337365,31.68445121571947,47.662342715547361
2021-01-09,Arkansas,2021-01-11,41.006876497791,31.74925639930548,48.110700642917145
2021-01-09,Arkansas,2021-01-12,40.788363005309812,31.809671583322416,48.374851014105218
2021-01-09,Arkansas,2021-01-13,41.107111060865066,31.876654078472296,48.769347485178422
2021-01-09,Arkansas,2021-01-14,41.804563371755314,31.940222034786498,49.017285619755789
2021-01-09,Arkansas,2021-01-15,41.615392368038187,32.07640724677762,49.413297754241064
2021-01-09,Arkansas,2021-01-16,41.605489133208792,32.029862754126064,49.705745000396654
2021-01-09,California,2021-01-10,413.03532160625406,333.8490480049386,465.0208113922838
2021-01-09,California,2021-01-11,415.46617803818833,334.3406531231858,465.63817969046113
2021-01-09,California,2021-01-12,422.55959657718836,336.02910766166605,478.08090550228712
2021-01-09,California,2021-01-13,424.47269273011523,337.26909545684282,476.30588092374717
2021-01-09,California,2021-01-14,428.49774511969167,336.45679134703113,479.28382741759339
2021-01-09,California,2021-01-15,434.35081245838342,337.72015708398794,486.52141064519049
2021-01-09,California,2021-01-16,435.70171869618622,341.85640559405164,493.14881737878028
2021-01-09,Colorado,2021-01-10,46.299124936234854,34.9538298412493,48.989193038592433
2021-01-09,Colorado,2021-01-11,46.123207234960965,33.778316950690915,48.817128764912617
2021-01-09,Colorado,2021-01-12,44.8637286835236,32.779912238770628,48.54325469345175
2021-01-09,Colorado,2021-01-13,44.278948534711688,32.454221281519125,47.293682927696459
2021-01-09,Colorado,2021-01-14,43.298309928009537,31.78845352967436,46.742446803214747
2021-01-09,Colorado,2021-01-15,42.334436874587226,31.307318456684669,46.492407996369685
2021-01-09,Colorado,2021-01-16,41.589248558653409,30.6770568815795,45.489666711699066
2021-01-09,Connecticut,2021-01-10,33.220668159898111,22.669591162821412,42.682751063388871
2021-01-09,Connecticut,2021-01-11,34.317315619708857,22.939182402356,43.438013117744944
2021-01-09,Connecticut,2021-01-12,33.428818046437719,22.711239369778646,42.824224141196453
