forecast_date,target,target_end_date,location,type,quantile,value
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.01,6342.592749304682
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.025,6426.28778889034
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.05,6469.086388678462
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.1,6518.406679862867
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.15,6551.830348268829
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.2,6578.188850995481
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.25,6601.014770882479
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.3,6621.3950564958695
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.35,6640.280787830945
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.4,6658.215439170729
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.45,6675.470747656733
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.5,6692.590187571981
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.55,6713.160733313472
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.6,6733.8945373544975
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.65,6755.444632893201
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.7,6778.137536528654
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.75,6802.626281458999
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.8,6830.053675780986
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.85,6861.725785890899
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.9,6901.8873275766655
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.95,6961.1500903081005
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.975,7012.576454661825
2021-01-18,1 wk ahead cum death,2021-01-23,01,quantile,0.99,7113.143567175776
2021-01-18,1 wk ahead cum death,2021-01-23,01,point,NA,6692.590187571981
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.01,223.59274930468234
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.025,307.28778889034083
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.05,350.0863886784616
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.1,399.4066798628676
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.15,432.8303482688285
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.2,459.1888509954807
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.25,482.0147708824785
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.3,502.39505649586937
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.35,521.2807878309449
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.4,539.2154391707288
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.45,556.4707476567331
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.5,573.5901875719815
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.55,594.1607333134714
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.6,614.8945373544971
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.65,636.4446328932008
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.7,659.137536528654
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.75,683.6262814589992
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.8,711.0536757809857
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.85,742.7257858908988
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.9,782.887327576665
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.95,842.1500903081003
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.975,893.5764546618252
2021-01-18,1 wk ahead inc death,2021-01-23,01,quantile,0.99,994.1435671757761
2021-01-18,1 wk ahead inc death,2021-01-23,01,point,NA,573.5901875719815
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.01,6508.668001994868
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.025,6695.3276856583725
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.05,6790.778660259029
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.1,6900.774545275021
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.15,6975.31721115363
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.2,7034.1028907489535
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.25,7085.010077202637
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.3,7130.462922250568
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.35,7172.582558661651
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.4,7212.581062303831
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.45,7251.064471111079
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.5,7289.244860951341
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.55,7337.325931551579
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.6,7385.788597950231
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.65,7436.159243340955
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.7,7489.201059320581
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.75,7546.440429082769
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.8,7610.548523216418
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.85,7684.578108108847
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.9,7778.450674518835
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.95,7916.969949343327
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.975,8037.172625843919
2021-01-18,2 wk ahead cum death,2021-01-30,01,quantile,0.99,8272.235637667301
2021-01-18,2 wk ahead cum death,2021-01-30,01,point,NA,7289.244860951341
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.01,166.07525269018578
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.025,269.0398967680318
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.05,321.6922715805666
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.1,382.36786541215446
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.15,423.48686288480076
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.2,455.91403975347305
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.25,483.9953063201583
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.3,509.0678657546987
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.35,532.3017708307061
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.4,554.3656231331017
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.45,575.593723454346
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.5,596.6546733793599
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.55,624.1651982381071
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.6,651.8940605957332
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.65,680.7146104477541
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.7,711.0635227919277
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.75,743.8141476237696
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.8,780.4948474354326
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.85,822.8523222179481
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.9,876.5633469421689
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.95,955.8198590352263
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.975,1024.5961711820942
2021-01-18,2 wk ahead inc death,2021-01-30,01,quantile,0.99,1159.0920704915252
2021-01-18,2 wk ahead inc death,2021-01-30,01,point,NA,596.6546733793599
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.01,6601.962611254208
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.025,6910.2820186900335
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.05,7067.945352037899
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.1,7249.633574276868
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.15,7372.761129843773
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.2,7469.8617224453155
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.25,7553.948833564177
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.3,7629.026611348875
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.35,7698.5986854293615
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.4,7764.667129879896
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.45,7828.232981737607
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.5,7891.298315076752
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.55,7973.7035782690655
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.6,8056.762851486715
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.65,8143.092174831043
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.7,8233.999568352721
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.75,8332.101072153095
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.8,8441.97475640951
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.85,8568.85270132466
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.9,8729.739167557273
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.95,8967.144806754173
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.975,9173.157964734955
2021-01-18,3 wk ahead cum death,2021-02-06,01,quantile,0.99,9576.02814034182
2021-01-18,3 wk ahead cum death,2021-02-06,01,point,NA,7891.298315076752
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.01,93.29460925933978
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.025,214.95433303166124
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.05,277.16669177887104
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.1,348.8590290018461
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.15,397.4439186901434
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.2,435.75883169636154
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.25,468.9387563615401
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.3,498.56368909830667
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.35,526.0161267677104
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.4,552.0860675760649
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.45,577.1685106265273
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.5,602.0534541254112
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.55,636.3776467174871
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.6,670.9742535364843
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.65,706.9329314900876
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.7,744.7985090321396
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.75,785.6606430703251
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.8,831.426233193093
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.85,884.274593215813
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.9,951.2884930384373
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.95,1050.1748574108465
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.975,1135.9853388910362
2021-01-18,3 wk ahead inc death,2021-02-06,01,quantile,0.99,1303.7925026745183
2021-01-18,3 wk ahead inc death,2021-02-06,01,point,NA,602.0534541254112
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.01,6621.195928940181
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.025,7066.805950040906
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.05,7294.67471083105
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.1,7557.2663304082635
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.15,7735.220981691995
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.2,7875.559202623068
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.25,7997.089208377811
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.3,8105.598142087403
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.35,8206.149753991625
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.4,8301.637615656065
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.45,8393.508512863522
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.5,8484.656017179577
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.55,8606.839808203922
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.6,8729.993311855444
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.65,8857.995378642852
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.7,8992.785433820503
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.75,9138.242327897104
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.8,9301.154049262894
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.85,9489.278298935298
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.9,9727.827605220924
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.95,10079.833288886297
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.975,10385.292766447157
2021-01-18,4 wk ahead cum death,2021-02-13,01,quantile,0.99,10982.635744788395
2021-01-18,4 wk ahead cum death,2021-02-13,01,point,NA,8484.656017179577
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.01,19.23331768597302
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.025,156.52393135087266
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.05,226.72935879315082
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.1,307.63275613139524
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.15,362.459851848222
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.2,405.697480177752
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.25,443.1403748136337
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.3,476.5715307385281
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.35,507.55106856226354
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.4,536.9704857761706
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.45,565.2755311259145
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.5,593.3577021028258
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.55,633.136229934857
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.6,673.2304603687298
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.65,714.9032038118102
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.7,758.7858654677812
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.75,806.1412557440088
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.8,859.1792928533839
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.85,920.4255976106383
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.9,998.0884376636517
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.95,1112.6884821321228
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.975,1212.134801712201
2021-01-18,4 wk ahead inc death,2021-02-13,01,quantile,0.99,1406.6076044465758
2021-01-18,4 wk ahead inc death,2021-02-13,01,point,NA,593.3577021028258
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.01,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.025,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.05,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.1,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.15,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.2,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.25,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.3,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.35,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.4,229.0
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.45,232.8038151498942
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.5,237.22527614624954
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.55,244.34674155675455
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.6,251.52472653400963
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.65,258.98530934501485
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.7,266.84152912327045
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.75,275.3194641357764
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.8,284.8147513497831
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.85,295.7795472992908
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.9,309.68336071980065
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.95,330.19996345006507
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.975,348.00362697632767
2021-01-18,1 wk ahead cum death,2021-01-23,02,quantile,0.99,382.8196800943522
2021-01-18,1 wk ahead cum death,2021-01-23,02,point,NA,237.22527614624954
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.01,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.025,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.05,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.1,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.15,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.2,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.25,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.3,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.35,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.4,0.0
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.45,3.803815149894201
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.5,8.22527614624953
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.55,15.346741556754553
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.6,22.524726534009616
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.65,29.98530934501488
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.7,37.84152912327042
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.75,46.3194641357764
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.8,55.814751349783094
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.85,66.77954729929083
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.9,80.68336071980063
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.95,101.1999634500651
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.975,119.00362697632765
2021-01-18,1 wk ahead inc death,2021-01-23,02,quantile,0.99,153.8196800943522
2021-01-18,1 wk ahead inc death,2021-01-23,02,point,NA,8.22527614624953
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.01,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.025,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.05,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.1,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.15,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.2,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.25,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.3,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.35,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.4,229.0
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.45,232.8038151498942
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.5,242.82915568093213
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.55,259.55115340519274
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.6,276.4058653971062
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.65,293.924148727284
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.7,312.3714319310318
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.75,332.2785720789611
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.8,354.57456904464186
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.85,380.3211369692971
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.9,412.96884681190113
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.95,461.14412596988996
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.975,502.9491202805415
2021-01-18,2 wk ahead cum death,2021-01-30,02,quantile,0.99,584.7011091547045
2021-01-18,2 wk ahead cum death,2021-01-30,02,point,NA,242.82915568093213
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.01,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.025,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.05,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.1,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.15,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.2,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.25,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.3,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.35,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.4,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.45,0.0
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.5,5.603879534682596
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.55,15.204411848438177
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.6,24.88113886309658
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.65,34.938839382269094
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.7,45.52990280776137
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.75,56.95910794318468
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.8,69.75981769485877
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.85,84.54158967000626
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.9,103.28548609210048
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.95,130.9441625198249
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.975,154.94549330421384
2021-01-18,2 wk ahead inc death,2021-01-30,02,quantile,0.99,201.88142906035222
2021-01-18,2 wk ahead inc death,2021-01-30,02,point,NA,5.603879534682596
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.01,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.025,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.05,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.1,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.15,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.2,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.25,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.3,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.35,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.4,229.0
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.45,232.8038151498942
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.5,246.30180889363794
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.55,276.1363443289058
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.6,306.20766179143766
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.65,337.4628893902897
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.7,370.37559117999
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.75,405.8928952695946
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.8,445.6722758499517
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.85,491.60798913917364
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.9,549.8563678461252
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.95,635.8082437429682
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.975,710.3945823311379
2021-01-18,3 wk ahead cum death,2021-02-06,02,quantile,0.99,856.2523111257808
2021-01-18,3 wk ahead cum death,2021-02-06,02,point,NA,246.30180889363794
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.01,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.025,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.05,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.1,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.15,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.2,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.25,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.3,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.35,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.4,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.45,0.0
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.5,3.4726532127058043
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.55,16.585190923713057
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.6,29.801796394331483
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.65,43.538740663005754
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.7,58.0041592489582
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.75,73.61432319063351
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.8,91.09770680530984
2021-01-18,3 wk ahead inc death,2021-02-06,02,quantile,0.85,111.28685216987658
